Protein Accession,Gene Names,Protein Annotation,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
sp|Q9D3D9|ATPD_MOUSE,Atp5d,"ATP synthase subunit delta, mitochondrial OS=Mus musculus GN=Atp5d PE=1 SV=1",156627.1,150380.3,183559.8,142148.9,155284.5,153730,187620.5,179334.9
sp|Q9CQQ7|AT5F1_MOUSE,Atp5f1,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Mus musculus GN=Atp5f1 PE=1 SV=1",238437.7,236268.1,223548.6,246731.3,231856.4,230295.4,231155.1,220445.3
sp|Q9DCX2|ATP5H_MOUSE,Atp5h,"ATP synthase subunit d, mitochondrial OS=Mus musculus GN=Atp5h PE=1 SV=3",156950.7,158835.9,140777.2,152054.4,145132.6,147594.7,166416.1,165017.1
sp|Q06185|ATP5I_MOUSE,Atp5i,"ATP synthase subunit e, mitochondrial OS=Mus musculus GN=Atp5i PE=1 SV=2",158832.6,160368.7,144949.5,150032.1,151828.3,148448.7,153851,145431.2
sp|P97450|ATP5J_MOUSE,Atp5j,"ATP synthase-coupling factor 6, mitochondrial OS=Mus musculus GN=Atp5j PE=1 SV=1",178128.3,181551,197213.5,173197.8,183455.3,187757.5,194212.2,192990.8
sp|P56135|ATPK_MOUSE,Atp5j2,"ATP synthase subunit f, mitochondrial OS=Mus musculus GN=Atp5j2 PE=1 SV=3",98203.8,100996.5,87663.2,98710.8,96401.2,95782.9,100503.9,100703
sp|Q9CPQ8|ATP5L_MOUSE,Atp5l,"ATP synthase subunit g, mitochondrial OS=Mus musculus GN=Atp5l PE=1 SV=1",81652.9,83274.2,79445.7,85401.7,87074.8,86400,86897.1,86606.7
tr|F7D3P8|F7D3P8_MOUSE,Atp5o,"ATP synthase subunit O, mitochondrial (Fragment) OS=Mus musculus GN=Atp5o PE=1 SV=3",190140.7,182630.3,100769.4,204754.7,165419.3,161058,203070.3,210400.4
sp|Q9DB20|ATPO_MOUSE,Atp5o,"ATP synthase subunit O, mitochondrial OS=Mus musculus GN=Atp5o PE=1 SV=1",226830.2,196582.7,127317,239368.2,192040.9,191158.1,223316.9,230421.6
sp|Q9CRA7|ATP5S_MOUSE,Atp5s,"ATP synthase subunit s, mitochondrial OS=Mus musculus GN=Atp5s PE=2 SV=1",24359.7,25506.7,26264.1,24302.7,23311.2,23092.6,23851.8,21850.6
sp|Q9D7K5|AT5SL_MOUSE,Atp5sl,ATP synthase subunit s-like protein OS=Mus musculus GN=Atp5sl PE=2 SV=1,51274.6,52984.1,51387.6,48317.6,52029.4,52721.1,47956.1,49614.6
sp|Q9Z1G4|VPP1_MOUSE,Atp6v0a1,V-type proton ATPase 116 kDa subunit a isoform 1 OS=Mus musculus GN=Atp6v0a1 PE=1 SV=3,19362.8,18543.1,18048.2,18222.8,16653.7,16334,16319,14586.4
sp|P15920|VPP2_MOUSE,Atp6v0a2,V-type proton ATPase 116 kDa subunit a isoform 2 OS=Mus musculus GN=Atp6v0a2 PE=1 SV=2,57912.9,57429.7,56459.8,56680.4,54526.1,53961.6,52366.2,50817.5
sp|P51863|VA0D1_MOUSE,Atp6v0d1,V-type proton ATPase subunit d 1 OS=Mus musculus GN=Atp6v0d1 PE=1 SV=2,93456.4,91473,101474.2,89164.7,92607.4,93034.7,101586.6,101086.3
sp|P50516|VATA_MOUSE,Atp6v1a,V-type proton ATPase catalytic subunit A OS=Mus musculus GN=Atp6v1a PE=1 SV=2,152430.1,149052.9,160484.7,145378.8,153812.4,160192.3,159345.4,167380.4
sp|P62814|VATB2_MOUSE,Atp6v1b2,"V-type proton ATPase subunit B, brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1",113086.5,115527.9,121340.8,109154,122922.2,122850.8,126605.1,128648.7
sp|Q9Z1G3|VATC1_MOUSE,Atp6v1c1,V-type proton ATPase subunit C 1 OS=Mus musculus GN=Atp6v1c1 PE=1 SV=4,141201.1,137663.9,135991.4,137689,145027,145637.9,161843.7,164849.7
sp|P57746|VATD_MOUSE,Atp6v1d,V-type proton ATPase subunit D OS=Mus musculus GN=Atp6v1d PE=1 SV=1,23053.9,22655.4,19184.5,28162.8,21671.3,21138,24922.3,23716.2
sp|P50518|VATE1_MOUSE,Atp6v1e1,V-type proton ATPase subunit E 1 OS=Mus musculus GN=Atp6v1e1 PE=1 SV=2,130672.5,127314.2,120996.7,129723.8,131221.4,135502.9,139343.1,144422.2
sp|Q9D1K2|VATF_MOUSE,Atp6v1f,V-type proton ATPase subunit F OS=Mus musculus GN=Atp6v1f PE=1 SV=2,97378.3,86167.3,110514,89545,115044.9,109164.4,129993.3,125867.7
sp|Q9CR51|VATG1_MOUSE,Atp6v1g1,V-type proton ATPase subunit G 1 OS=Mus musculus GN=Atp6v1g1 PE=2 SV=3,45102.6,45869.2,38027.2,43632.2,45335.8,44529.4,49909.7,52620.1
sp|Q8BVE3|VATH_MOUSE,Atp6v1h,V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1,115603.6,118691,117683.4,113854.1,148783.1,144488.7,159393.3,160312.2
sp|Q64430|ATP7A_MOUSE,Atp7a,Copper-transporting ATPase 1 OS=Mus musculus GN=Atp7a PE=1 SV=3,51600.8,53216.7,53697,52346.5,62728.5,59975.7,62042.6,60448.4
sp|P70704-2|AT8A1_MOUSE,Atp8a1,Isoform 2 of Phospholipid-transporting ATPase IA OS=Mus musculus GN=Atp8a1,43478.3,43233.9,44544.2,43818.8,41626.4,41515.3,39353.5,37485.2
sp|P70704|AT8A1_MOUSE,Atp8a1,Phospholipid-transporting ATPase IA OS=Mus musculus GN=Atp8a1 PE=1 SV=2,38374.9,38225,39482.1,38900.3,37010.6,36873.1,35136.5,33509.5
sp|P98200|AT8A2_MOUSE,Atp8a2,Phospholipid-transporting ATPase IB OS=Mus musculus GN=Atp8a2 PE=1 SV=1,31866.2,34404.5,32727.5,30281.2,29195.7,29069.4,24538.5,23914.8
sp|P98199|AT8B2_MOUSE,Atp8b2,Phospholipid-transporting ATPase ID OS=Mus musculus GN=Atp8b2 PE=2 SV=2,59426.5,60278.9,56785.1,56610.9,55959.2,56264.1,56031.7,53584.1
sp|O70228|ATP9A_MOUSE,Atp9a,Probable phospholipid-transporting ATPase IIA OS=Mus musculus GN=Atp9a PE=2 SV=3,19520.3,20328.3,22545.9,20266.8,21887.9,22174.1,28396.6,28254.7
sp|Q811I0|ATPF1_MOUSE,Atpaf1,ATP synthase mitochondrial F1 complex assembly factor 1 OS=Mus musculus GN=Atpaf1 PE=2 SV=1,59600.3,61201.3,66781.8,56431.2,57975.4,59035.4,63064,59596
sp|Q91YY4|ATPF2_MOUSE,Atpaf2,ATP synthase mitochondrial F1 complex assembly factor 2 OS=Mus musculus GN=Atpaf2 PE=1 SV=1,33526.4,33630.8,35512.6,33542.8,36772.1,37584.5,41587.2,42246.8
tr|E9PV44|E9PV44_MOUSE,Atpif1,"ATPase inhibitor, mitochondrial OS=Mus musculus GN=Atpif1 PE=1 SV=1",74397.4,71460.5,72805.8,75691.6,66306.1,70633.1,60696,64959.5
sp|O35143|ATIF1_MOUSE,Atpif1,"ATPase inhibitor, mitochondrial OS=Mus musculus GN=Atpif1 PE=1 SV=2",72080.1,72564.5,72712.6,73776,65796,69775,59724.8,66333.6
sp|Q9JKK8|ATR_MOUSE,Atr,Serine/threonine-protein kinase ATR OS=Mus musculus GN=Atr PE=1 SV=2,48613.7,44042.1,50415.3,48283.6,50608.5,50441,62618.4,57090.3
sp|Q8BMG1|ATRIP_MOUSE,Atrip,ATR-interacting protein OS=Mus musculus GN=Atrip PE=1 SV=2,39553.1,36008.1,39696.2,38520.9,44617,44041.9,47447.5,45685
sp|Q61687|ATRX_MOUSE,Atrx,Transcriptional regulator ATRX OS=Mus musculus GN=Atrx PE=1 SV=3,151967.4,147584.2,153055.7,143382,145733.2,148176.6,135707.8,136374.6
sp|P54254|ATX1_MOUSE,Atxn1,Ataxin-1 OS=Mus musculus GN=Atxn1 PE=1 SV=2,21112.5,21762.8,22866.9,22163.7,23172,22837.3,30228.9,31419.8
sp|P0C7T6|ATX1L_MOUSE,Atxn1l,Ataxin-1-like OS=Mus musculus GN=Atxn1l PE=1 SV=1,58056.6,54128.8,61343.1,55920.1,55940.7,57670.2,50028.8,50996.7
sp|Q9CVD2|ATX3_MOUSE,Atxn3,Ataxin-3 OS=Mus musculus GN=Atxn3 PE=1 SV=2,77331.2,76548.7,82613.8,76252.7,83034,81347.3,85980.4,85019.1
tr|E9PUQ3|E9PUQ3_MOUSE,AU019823,Protein AU019823 OS=Mus musculus GN=AU019823 PE=4 SV=1,31453.3,32500.6,35805.2,31292.2,39930.9,38644.6,45149.6,42594
sp|Q9JLZ3|AUHM_MOUSE,Auh,"Methylglutaconyl-CoA hydratase, mitochondrial OS=Mus musculus GN=Auh PE=1 SV=1",151080.6,156503.7,137871,156229.2,142036.6,142113.5,123973.2,112705.8
sp|P70295|AUP1_MOUSE,Aup1,Ancient ubiquitous protein 1 OS=Mus musculus GN=Aup1 PE=2 SV=1,113017.2,109478.2,113497,111332.6,119233.5,115878.6,133523,131506.4
sp|Q80U56|AVL9_MOUSE,Avl9,Late secretory pathway protein AVL9 homolog OS=Mus musculus GN=Avl9 PE=2 SV=2,49727.1,51138,50354.9,47962.9,51877.7,53080.4,49782.1,49168.1
sp|O35625|AXIN1_MOUSE,Axin1,Axin-1 OS=Mus musculus GN=Axin1 PE=1 SV=3,52966.3,53080.3,44390.4,52069.8,57372.2,57460.6,55713.8,56781.5
sp|Q9QYP6|AZI2_MOUSE,Azi2,5-azacytidine-induced protein 2 OS=Mus musculus GN=Azi2 PE=1 SV=1,19979,19707.1,20944.8,19425.9,20342.9,19992.7,18692.4,19224.4
sp|P01887|B2MG_MOUSE,B2m,Beta-2-microglobulin OS=Mus musculus GN=B2m PE=1 SV=2,93902.6,89881.7,100270.1,92511.4,110517,114138,104998,104570.5
sp|Q8BG28|B3GL2_MOUSE,B3galnt2,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2 OS=Mus musculus GN=B3galnt2 PE=1 SV=1",12617,14795.2,13016.3,12598.4,15160.3,15529.8,18658.3,18498.6
sp|Q9Z0F0|B3GT4_MOUSE,B3galt4,"Beta-1,3-galactosyltransferase 4 OS=Mus musculus GN=B3galt4 PE=2 SV=1",15182.7,13610.2,13766.1,14090.8,14130.6,12960.6,13599.9,13588.8
sp|Q91Z92|B3GT6_MOUSE,B3galt6,"Beta-1,3-galactosyltransferase 6 OS=Mus musculus GN=B3galt6 PE=2 SV=1",27132.6,27117.3,25065.4,25865.1,29016.9,28284.8,29477,29319
sp|Q8BHT6|B3GLT_MOUSE,B3galtl,"Beta-1,3-glucosyltransferase OS=Mus musculus GN=B3galtl PE=2 SV=3",16668.7,16864.6,18425.5,18078.3,14682.5,16532.5,15479,16155.1
sp|P58158|B3GA3_MOUSE,B3gat3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 OS=Mus musculus GN=B3gat3 PE=2 SV=1,12456.3,19188.1,12577.2,15893,18648.5,13053.7,15460.8,20655.6
sp|Q09200|B4GN1_MOUSE,B4galnt1,"Beta-1,4 N-acetylgalactosaminyltransferase 1 OS=Mus musculus GN=B4galnt1 PE=2 SV=1",129235.7,125694.6,125325,121167.6,127988.2,123168.3,158749.8,152353.9
sp|P15535|B4GT1_MOUSE,B4galt1,"Beta-1,4-galactosyltransferase 1 OS=Mus musculus GN=B4galt1 PE=2 SV=1",90842.4,86667.2,77994.7,82508.6,71132.7,76394.2,76242.4,76387.2
sp|Q8R087|B4GT7_MOUSE,B4galt7,"Beta-1,4-galactosyltransferase 7 OS=Mus musculus GN=B4galt7 PE=2 SV=1",33133.6,35110.9,27982.3,29360.1,30114.1,31237.4,27355,26110.4
sp|Q3UI43|BABA1_MOUSE,Babam1,BRISC and BRCA1-A complex member 1 OS=Mus musculus GN=Babam1 PE=2 SV=1,78522.3,67548.4,87583.2,73864,76610.9,76010.8,66597.4,69671.3
sp|P97302|BACH1_MOUSE,Bach1,Transcription regulator protein BACH1 OS=Mus musculus GN=Bach1 PE=1 SV=1,31311.6,29893.5,36516.3,30916.7,38307.7,35996.2,29348.6,32279.6
sp|Q61337|BAD_MOUSE,Bad,Bcl2-associated agonist of cell death OS=Mus musculus GN=Bad PE=1 SV=1,4138.5,5006,4961.8,5343.1,5324.1,4650.8,5587.1,6619.2
sp|Q60739|BAG1_MOUSE,Bag1,BAG family molecular chaperone regulator 1 OS=Mus musculus GN=Bag1 PE=1 SV=3,118967.8,121673.2,115914.7,112223.8,117447.6,118539.2,109776,107874.8
sp|Q9JLV1|BAG3_MOUSE,Bag3,BAG family molecular chaperone regulator 3 OS=Mus musculus GN=Bag3 PE=1 SV=2,24977.2,26767.3,27179,24463.8,30218.3,29801.1,32644.4,32955
sp|Q8CI61|BAG4_MOUSE,Bag4,BAG family molecular chaperone regulator 4 OS=Mus musculus GN=Bag4 PE=1 SV=2,77034.8,81932.5,82790.6,75006.4,80249.1,81889,87088.1,86940.1
sp|Q8CI32|BAG5_MOUSE,Bag5,BAG family molecular chaperone regulator 5 OS=Mus musculus GN=Bag5 PE=1 SV=1,139883.1,139049.1,137005.1,132329.1,142982.4,137378.2,136319.9,135989.4
sp|Q9Z1R2|BAG6_MOUSE,Bag6,Large proline-rich protein BAG6 OS=Mus musculus GN=Bag6 PE=1 SV=1,90196.6,90940.6,96224.1,93279.3,104908.9,102308.8,128228.6,130184.5
sp|Q497V6|BAHD1_MOUSE,Bahd1,Bromo adjacent homology domain-containing 1 protein OS=Mus musculus GN=Bahd1 PE=2 SV=1,24320.3,24277.1,20480.2,23170.7,27222.2,26962.7,28510.8,28522.5
sp|O08734|BAK_MOUSE,Bak1,Bcl-2 homologous antagonist/killer OS=Mus musculus GN=Bak1 PE=1 SV=2,91077.1,89458.1,82283.5,89264.3,80608.9,83646.2,74467.3,74488.5
sp|O54962|BAF_MOUSE,Banf1,Barrier-to-autointegration factor OS=Mus musculus GN=Banf1 PE=1 SV=1,125974.9,128033.4,96674.7,111136.1,110659.1,114310.2,119805.8,126424.2
sp|Q8VBU8|BANP_MOUSE,Banp,Protein BANP OS=Mus musculus GN=Banp PE=1 SV=1,106263.8,96850.8,111610.3,97971.5,98273.1,99565.6,95144,93907.1
sp|Q99PU7|BAP1_MOUSE,Bap1,Ubiquitin carboxyl-terminal hydrolase BAP1 OS=Mus musculus GN=Bap1 PE=1 SV=1,48259.3,49899,43455.4,47479.2,53360,50251.2,58793.4,57106.3
sp|Q9DCT6|BAP18_MOUSE,Bap18,Chromatin complexes subunit BAP18 OS=Mus musculus GN=Bap18 PE=1 SV=1,142306.9,145346.6,122147.8,131375.8,125395.6,129901.1,118962.7,121274.8
sp|Q91XV3|BASP1_MOUSE,Basp1,Brain acid soluble protein 1 OS=Mus musculus GN=Basp1 PE=1 SV=3,91269.8,87763.3,90777.3,89452.1,87831.4,90364.7,77841.7,81019.5
sp|Q07813|BAX_MOUSE,Bax,Apoptosis regulator BAX OS=Mus musculus GN=Bax PE=1 SV=1,90297.7,92191.5,91560.6,85044.8,102786,97397.3,113661.7,114373.7
sp|O88379|BAZ1A_MOUSE,Baz1a,Bromodomain adjacent to zinc finger domain protein 1A OS=Mus musculus GN=Baz1a PE=1 SV=3,21190.9,21020.2,15917.4,28612.3,27039.9,25559.8,41038.5,40831.5
tr|G3UWZ0|G3UWZ0_MOUSE,Baz1a,Bromodomain adjacent to zinc finger domain protein 1A OS=Mus musculus GN=Baz1a PE=1 SV=1,30472.5,29715.4,21273.4,42023,39266.4,37151,61174.8,60539
sp|Q9Z277|BAZ1B_MOUSE,Baz1b,Tyrosine-protein kinase BAZ1B OS=Mus musculus GN=Baz1b PE=1 SV=2,54268.5,54047.8,39849.6,63318.4,65819.3,70822.6,97068.9,90475.6
sp|Q91YE5|BAZ2A_MOUSE,Baz2a,Bromodomain adjacent to zinc finger domain protein 2A OS=Mus musculus GN=Baz2a PE=1 SV=2,45013.8,41825.3,22194.4,40469.1,47221.7,46794.7,54536.9,55787.3
sp|Q99ML1|BBC3_MOUSE,Bbc3,Bcl-2-binding component 3 OS=Mus musculus GN=Bbc3 PE=1 SV=1,29712.7,30674.1,30739.1,26727.2,25654,26601.7,24184.6,24755.1
sp|Q8VBW5|BBX_MOUSE,Bbx,HMG box transcription factor BBX OS=Mus musculus GN=Bbx PE=1 SV=2,31287.7,30624.8,23286.7,29011.4,33125.5,32862.7,38146.3,40024.4
tr|D6RDS0|D6RDS0_MOUSE,BC017158,Protein BC017158 OS=Mus musculus GN=BC017158 PE=4 SV=1,27023.7,24442.1,27261.7,24754.1,25560.5,24399.4,26832.9,26494.7
tr|X1WI15|X1WI15_MOUSE,BC017643,Protein BC017643 (Fragment) OS=Mus musculus GN=BC017643 PE=4 SV=2,99110.5,102450.6,108690,119899.6,86881.3,103946.7,82687.5,83763.9
tr|J3QPC3|J3QPC3_MOUSE,BC024978,Protein BC024978 OS=Mus musculus GN=BC024978 PE=4 SV=1,22958.9,22379.5,22658.8,20160.4,22426.4,19110.9,21081.7,20740.9
tr|Q8R2U2|Q8R2U2_MOUSE,BC027231,Protein BC027231 OS=Mus musculus GN=BC027231 PE=2 SV=1,17834.1,15390,13363.2,25988.3,15332.5,12797.1,23461.5,25472.3
tr|B2RQY6|B2RQY6_MOUSE,BC035947,BC035947 protein OS=Mus musculus GN=BC035947 PE=2 SV=1,50957.1,54067.3,46795.5,50108.5,62377.1,68309.3,61835.5,69368.9
tr|E9Q2V5|E9Q2V5_MOUSE,BC037034,Protein BC037034 OS=Mus musculus GN=BC037034 PE=4 SV=1,50381.6,46055.9,50037.2,48153.3,54438.1,52606.3,49679.9,51215.5
tr|D3Z5F2|D3Z5F2_MOUSE,BC048403,Protein BC048403 OS=Mus musculus GN=BC048403 PE=4 SV=1,35668.8,35945.3,35912.9,35628.9,39763,39128.3,45824.7,45855.2
tr|E9PWV4|E9PWV4_MOUSE,BC052040,Protein BC052040 OS=Mus musculus GN=BC052040 PE=4 SV=1,14833.5,13738.4,12725.7,14648.2,12880.3,12913,12381.2,12708.1
tr|E9PVL3|E9PVL3_MOUSE,BC094916,Protein BC094916 OS=Mus musculus GN=BC094916 PE=2 SV=1,190659.7,185776.8,119615.1,190455.5,169536.7,179437.1,165685.6,169048.6
sp|Q61334|BAP29_MOUSE,Bcap29,B-cell receptor-associated protein 29 OS=Mus musculus GN=Bcap29 PE=1 SV=1,132812.1,112585.6,134332.6,133335.8,136697.8,129307.5,165248,161665.6
sp|Q61335|BAP31_MOUSE,Bcap31,B-cell receptor-associated protein 31 OS=Mus musculus GN=Bcap31 PE=1 SV=4,182742.6,161004.8,169057.1,180617.5,172206.1,171443.6,181420.9,181631.9
sp|Q61140|BCAR1_MOUSE,Bcar1,Breast cancer anti-estrogen resistance protein 1 OS=Mus musculus GN=Bcar1 PE=1 SV=2,38986.5,38344.8,35682.4,34646.5,40774.2,42740.9,40959.8,42330.7
sp|Q9D287|SPF27_MOUSE,Bcas2,Pre-mRNA-splicing factor SPF27 OS=Mus musculus GN=Bcas2 PE=2 SV=1,111606.1,112535.3,122638.4,107724.7,117781.7,119095.5,124069.7,123867.2
sp|Q8CCN5|BCAS3_MOUSE,Bcas3,Breast carcinoma-amplified sequence 3 homolog OS=Mus musculus GN=Bcas3 PE=1 SV=2,37374.4,39207,33242.1,32225.2,32620.4,34593.8,31096.4,31820.9
sp|O35855|BCAT2_MOUSE,Bcat2,"Branched-chain-amino-acid aminotransferase, mitochondrial OS=Mus musculus GN=Bcat2 PE=2 SV=2",140323.6,143354,153144.7,142081.8,135988.3,134653.5,125030.4,122958.2
sp|Q91YP1|BN3D2_MOUSE,Bcdin3d,Pre-miRNA 5'-monophosphate methyltransferase OS=Mus musculus GN=Bcdin3d PE=2 SV=1,17382.5,17021.5,15538.5,17098.8,16679.9,16123.6,17276,17076.5
sp|Q03311|CHLE_MOUSE,Bche,Cholinesterase OS=Mus musculus GN=Bche PE=2 SV=2,16219.3,46441,24234.3,49111.4,77370.8,42078.1,31636.2,47231.1
tr|Q3U3J1|Q3U3J1_MOUSE,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Mus musculus GN=Bckdha PE=1 SV=1",57903.4,59029.2,68388.2,58222,58638.5,58987.2,55643.7,55586
sp|P50136|ODBA_MOUSE,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Mus musculus GN=Bckdha PE=1 SV=1",40604.8,41629.1,47762.6,41005.5,41794.8,42099.1,39602.3,39687.2
sp|Q6P3A8|ODBB_MOUSE,Bckdhb,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Mus musculus GN=Bckdhb PE=1 SV=2",26569.5,25141.2,29865.3,23586,22829.8,23815.1,22451.4,20815.2
sp|O55028|BCKD_MOUSE,Bckdk,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Mus musculus GN=Bckdk PE=1 SV=1",28000.9,25924.5,28512.6,26318,26641.9,26800.8,27594.7,27781.3
sp|Q9Z0H7|BCL10_MOUSE,Bcl10,B-cell lymphoma/leukemia 10 OS=Mus musculus GN=Bcl10 PE=1 SV=1,59205.5,58404.5,59693.3,58274.5,62787.6,64515.4,72357,72370.2
sp|Q99PV8|BC11B_MOUSE,Bcl11b,B-cell lymphoma/leukemia 11B OS=Mus musculus GN=Bcl11b PE=1 SV=1,86039,110257.3,34039.2,111026.5,58281.8,61246.5,67152.3,77658.6
sp|P10417|BCL2_MOUSE,Bcl2,Apoptosis regulator Bcl-2 OS=Mus musculus GN=Bcl2 PE=1 SV=3,16517,14235.2,18124.1,16794.9,15628.2,16868.9,15225.1,14877.3
sp|O54918|B2L11_MOUSE,Bcl2l11,Bcl-2-like protein 11 OS=Mus musculus GN=Bcl2l11 PE=1 SV=1,30911.3,31306.5,29290.9,29851.4,31048.9,30752,31376.7,31390.4
sp|P59017|B2L13_MOUSE,Bcl2l13,Bcl-2-like protein 13 OS=Mus musculus GN=Bcl2l13 PE=1 SV=2,88546.4,78057.8,93096.5,93483.5,87797.4,89585.5,76932.3,79780.6
sp|Q9CPT0|B2L14_MOUSE,Bcl2l14,Apoptosis facilitator Bcl-2-like protein 14 OS=Mus musculus GN=Bcl2l14 PE=1 SV=1,24810.2,26063.2,24892.1,24173.7,21771.8,22853.8,20896.8,20628.3
sp|Q9Z2F6|BCL3_MOUSE,Bcl3,B-cell lymphoma 3 protein homolog OS=Mus musculus GN=Bcl3 PE=1 SV=2,19639.2,18528.5,18487.1,19386.2,17525.4,18872.1,17792.8,18194.6
sp|Q9CXE2|BCL7A_MOUSE,Bcl7a,B-cell CLL/lymphoma 7 protein family member A OS=Mus musculus GN=Bcl7a PE=2 SV=1,134348.5,139839.3,136857.8,130455.5,126437.1,131830.3,120880.2,124038.2
sp|Q921K9|BCL7B_MOUSE,Bcl7b,B-cell CLL/lymphoma 7 protein family member B OS=Mus musculus GN=Bcl7b PE=1 SV=1,135734.3,135845,138955.4,130999.7,130228.5,133993.7,121398.3,126256.2
sp|O08664|BCL7C_MOUSE,Bcl7c,B-cell CLL/lymphoma 7 protein family member C OS=Mus musculus GN=Bcl7c PE=1 SV=1,81504.7,79591.6,75736,79252.4,81337.2,80912,82149,83170
sp|Q9D219|BCL9_MOUSE,Bcl9,B-cell CLL/lymphoma 9 protein OS=Mus musculus GN=Bcl9 PE=1 SV=3,30099.4,26583.4,31112.7,25932.2,26335.4,26225.1,23632.2,24374.2
sp|Q8K019|BCLF1_MOUSE,Bclaf1,Bcl-2-associated transcription factor 1 OS=Mus musculus GN=Bclaf1 PE=1 SV=2,147802.1,138171,147977,144471.6,155188.1,156970.5,171171.3,175863
tr|F8WI22|F8WI22_MOUSE,Bclaf1,Bcl-2-associated transcription factor 1 OS=Mus musculus GN=Bclaf1 PE=1 SV=1,146424.2,136594.2,147682.4,143992.1,156223.3,157053.3,172936.3,178527
sp|Q8CGN4|BCOR_MOUSE,Bcor,BCL-6 corepressor OS=Mus musculus GN=Bcor PE=1 SV=2,46083.7,44316.7,39718.2,49739.3,63529.5,61523,63932.9,65770.4
sp|Q6PAJ1|BCR_MOUSE,Bcr,Breakpoint cluster region protein OS=Mus musculus GN=Bcr PE=1 SV=3,91042.6,92055.7,94074.1,94424.2,87235.8,92604.3,80901,75765.2
sp|Q9CZP5|BCS1_MOUSE,Bcs1l,Mitochondrial chaperone BCS1 OS=Mus musculus GN=Bcs1l PE=1 SV=1,58757.3,58309,61102.3,55929.4,60374.9,58719,69849.6,66420.7
sp|Q80XN0|BDH_MOUSE,Bdh1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Mus musculus GN=Bdh1 PE=1 SV=2",126437.2,125327.2,118655.6,123982.4,119662.6,122734.7,113437.6,115966.2
sp|O88597|BECN1_MOUSE,Becn1,Beclin-1 OS=Mus musculus GN=Becn1 PE=1 SV=3,74326.2,73933.3,79481.4,71547.1,74239.8,73876.9,71664,72370.7
sp|O35623|BET1_MOUSE,Bet1,BET1 homolog OS=Mus musculus GN=Bet1 PE=1 SV=1,18271.5,18006.3,14397.8,17667.2,13188.2,14660.2,16146.3,15342.9
sp|O35153|BET1L_MOUSE,Bet1l,BET1-like protein OS=Mus musculus GN=Bet1l PE=3 SV=1,70352.9,69200.9,62512.4,68763.5,61771.6,61572.7,85609.7,80836.5
sp|Q8R079|BFAR_MOUSE,Bfar,Bifunctional apoptosis regulator OS=Mus musculus GN=Bfar PE=1 SV=1,40299.5,39353.3,36536.1,40195.8,41091.4,40164,44440.6,46607
sp|Q8BR07|BICD1_MOUSE,Bicd1,Protein bicaudal D homolog 1 OS=Mus musculus GN=Bicd1 PE=1 SV=2,48277.1,45477.2,49352.7,46515.8,50142.5,50804.1,43570.5,46152
sp|Q921C5|BICD2_MOUSE,Bicd2,Protein bicaudal D homolog 2 OS=Mus musculus GN=Bicd2 PE=1 SV=1,69537.9,69229.8,74117.6,67739.9,86780.1,83695.6,96961.5,100631.8
sp|P70444|BID_MOUSE,Bid,BH3-interacting domain death agonist OS=Mus musculus GN=Bid PE=1 SV=2,85103.2,86631.7,84252.6,83385,98910.6,93485.8,112780.5,107985.8
sp|O08539|BIN1_MOUSE,Bin1,Myc box-dependent-interacting protein 1 OS=Mus musculus GN=Bin1 PE=1 SV=1,150447.4,147839.9,163079.2,138617.4,134594.7,134638.4,112605.6,113568.1
sp|D3Z6Q9|BIN2_MOUSE,Bin2,Bridging integrator 2 OS=Mus musculus GN=Bin2 PE=1 SV=1,209461.4,212278.6,223285.5,203855.2,194822,199574.1,165665,170137.2
tr|S4R270|S4R270_MOUSE,Bin2,Bridging integrator 2 OS=Mus musculus GN=Bin2 PE=1 SV=1,209138.7,212274.6,222382.5,203238.9,194697.9,199436.1,166446,170353.3
sp|Q9JI08|BIN3_MOUSE,Bin3,Bridging integrator 3 OS=Mus musculus GN=Bin3 PE=2 SV=1,34218.8,36786,36379.4,34001.2,40093.8,42803.9,43357.1,42723.1
sp|Q62210|BIRC2_MOUSE,Birc2,Baculoviral IAP repeat-containing protein 2 OS=Mus musculus GN=Birc2 PE=1 SV=1,90350.8,90934.6,93138.7,85483.9,81626.4,84514.8,72890.1,72346
sp|O08863|BIRC3_MOUSE,Birc3,Baculoviral IAP repeat-containing protein 3 OS=Mus musculus GN=Birc3 PE=1 SV=2,33610.2,34692.9,39078.2,37128.8,38835.4,40689.5,42766.7,41152.5
sp|O88738|BIRC6_MOUSE,Birc6,Baculoviral IAP repeat-containing protein 6 OS=Mus musculus GN=Birc6 PE=1 SV=2,89739.8,88978.3,97767.3,87553.1,95114,92256.4,114258.2,113401.9
